rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Great quality and fit!,Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"""\""\\\""\\\\\\\""[{\\\\\\\\\\\\\\\""small_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL256_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""medium_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL800_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""large_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL1600_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""attachment_type\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""IMAGE\\\\\\\\\\\\\\\""}, {\\\\\\\\\\\\\\\""small_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL256_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""medium_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL800_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""large_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL1600_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""attachment_type\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""IMAGE\\\\\\\\\\\\\\\""}, {\\\\\\\\\\\\\\\""small_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL256_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""medium_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL800_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""large_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL1600_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""attachment_type\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""IMAGE\\\\\\\\\\\\\\\""}, {\\\\\\\\\\\\\\\""small_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL256_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""medium_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL800_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""large_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL1600_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""attachment_type\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""IMAGE\\\\\\\\\\\\\\\""}]\\\\\\\""\\\""\""""",B08215Z1M5,B09DSSQ52Q,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1619198055317,7,True
3.0,"Decent, but the design is flawed.",Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"""\""\\\""\\\\\\\""[{\\\\\\\\\\\\\\\""small_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL256_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""medium_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL800_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""large_image_url\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL1600_.jpg\\\\\\\\\\\\\\\"", \\\\\\\\\\\\\\\""attachment_type\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""IMAGE\\\\\\\\\\\\\\\""}]\\\\\\\""\\\""\""""",B07H3PN7K3,B07H3PN7K3,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1597959924239,0,True
5.0,Five Stars,Gift,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B0733GXPYZ,B0733GXPYZ,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,1523660960862,0,True
2.0,Flimsy stamd,The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07TPLH5YK,B07TPLH5YK,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1622018763645,0,True
2.0,Manufacturers defect and terrible customer support.,Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07FPQ343D,B07FPQ343D,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1597775270949,0,True
5.0,Very nice! I love my new larger screen Kindle,Very nice!  I love my new larger screen Kindle.,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B00VKIY9RG,B00VKIY9RG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1449000623000,2,True
5.0,Love it! It fits my Chromebook perfectly,Love it!  It fits my Chromebook perfectly.,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B00J39BYSG,B07BJ8KD6X,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1435699671000,0,True
1.0,Horrible. It did not amplify anything,Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B0061F6QUG,B0061F6QUG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1421083734000,0,False
5.0,Great quality and more stations than bunny ears,I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B09DRXBKVG,B09DRXBKVG,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1633370907342,4,True
5.0,Excited to swim with these!!!,Pretty cool design...still figuring out how to get the mp3s added for swimming!,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B09TB71VLY,B09TB71VLY,AGBUJDDLRJIUJFTKPABJT6CJTHRQ,1667533229459,0,True
5.0,Easy to install,"I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature.","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B002N3MM6W,B002N3MM6W,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1589664572977,0,True
5.0,Recommended,Super happy and got it on promo! Would recommend,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B01MZEEFNX,B07KTYJ769,AHZIJGKEWRTAEOZ673G5B3SNXEGQ,1602938037276,0,True
5.0,Dot,Love it,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07PGL2N7J,B07PGL2N7J,AHZIJGKEWRTAEOZ673G5B3SNXEGQ,1577750248406,0,True
5.0,Double Din Car Stereo Android 9.0 Quad Core 7 Inch HD,"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07J2GSF3S,B07J2GSF3S,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1652912051169,0,True
3.0,Carxtc Double Din Install Car Stereo Dash Kit for a Aftermarket Radio,"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07Z9QXZMW,B07Z9QXZMW,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1609829129344,1,True
4.0,ASURION 3 Year Portable Electronic Accident Protection Plan with Tech Support  $20-29.99,nice to have an accident plan just in case of the unexpected . . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07Q585X37,B07Q585X37,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976384165,0,True
4.0,ASURION 2 Year Portable Electronic Accident Protection Plan with Tech Support $150-174.99,good to have security just in case: not expecting any trouble tho. . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07P97SHQP,B07P97SHQP,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976242921,0,True
5.0,TOTO A6 Double Din Android Car Navigation Stereo with Dual Bluetooth - Standard A6Y2710SB,"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07B3TX6MF,B07B3TX6MF,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976120998,1,True
4.0,Double Din Car Stereo GPS Navigation for Car 6.2 Inch Touch Screen,this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07WPY2W4Y,B07WPY2W4Y,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1602739379388,0,True
4.0,"Dual Electronics XDVD276BT 6.2"" LCD Touch Screen Double Din",easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B083Z3QCY6,B083Z3QCY6,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1601415558295,2,True
4.0,good product at a decent price,a nice set of assortment screws for computer . . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07F71KFMQ,B07F71KFMQ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208636737,0,True
4.0,assemble as instructed,this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07547WSQQ,B07547WSQQ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208521372,0,True
4.0,use as intended,looks like original / wouldn't tell the difference if it didn't say replacement . . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07P7KG4TJ,B07P7KG4TJ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208205557,0,True
4.0,good product at a decent price,haven't used any yet. . . .needed some extra cables when I'm ready to install more SSD's. . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B01LYC6A8M,B01LYC6A8M,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1560379116204,0,True
5.0,good product at a decent price,perfect fit in 3.5 slot. . .the dual holder allows to install extra SSD any time. . . or you can go with a HDD for more storage space,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B016498CK0,B0B2Y5WYRG,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1560378947332,0,True
5.0,good product at a decent price,"easy install in my HP computer, perfect fit/ no problems with clean install win 10/very satisfied. . .","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B0781Z7Y3S,B08KG14KCT,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1560378722775,0,True
5.0,good product at a decent price,using this addlink in a desktop and my laptop / easy install. . . perfect fits. . .did help increase speed of my computers. . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B0791DC3PW,B09FF1RNDT,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1560378510311,0,True
3.0,supernight bluetooth keyboard,this was a gift. . . he said he liked it. . . . .that's all the info I have on this item. . :(,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B00FGI4C14,B00FGI4C14,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1556496563960,0,True
3.0,Dual dash cam,"wife wasn't satisfied with overall operation. . . .I liked it tho, but had to put it back in the box","""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07B4BF3KT,B07B4BF3KT,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1556496350059,0,True
5.0,Wavlink,used once to test it out. . . . .worked great. . . I liked it. . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B07C9RSZFM,B08XBLP2V8,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1556495697617,0,True
5.0,16g cork usb,it worked fine / great conversation piece too!,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B018S7DPU8,B018S7DPU8,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1538613893334,0,True
5.0,Five Stars,perfect item for a novices user as I am. . .,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B00MYU0E0K,B00MYU0E0K,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1533024545470,0,True
5.0,Five Stars,Great hard drive for the price! Installed with no issues in wife's Dell computer: She's very satisfied:,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B000Q85WOK,B000Q85WOK,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1532072088895,0,True
5.0,Five Stars,Great little device!,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B01KWY71BO,B01KWY71BO,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1532071758130,0,True
4.0,Four Stars,Good warranty!,"""\""\\\""\\\\\\\""[]\\\\\\\""\\\""\""""",B008I64LC6,B008I64LC6,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1532071574087,0,True
